run_name,run_id,domain_name,finetune_strategy,pretrained_scheme,seed,task_type,run_state,accuracy,f1,precision,recall,auc,loss,convergence_epochs,training_time,total_parameters,trainable_parameters
PTC_MR_full_finetune_s1_84,63ne29v1,PTC_MR,full_finetune,s1,84,graph_classification,finished,0.7142857142857143,0.6190476190476191,0.7257142857142856,0.5428571428571428,0.7387755102040816,0.6725547790527344,18,18.948011875152588,1360775,1360775
PTC_MR_full_finetune_s1_126,fzdl1nn1,PTC_MR,full_finetune,s1,126,graph_classification,finished,0.6,0.5733333333333334,0.5428571428571428,0.6081632653061224,0.6517006802721088,1.7255296111106873,71,25.136342763900757,1360775,1360775
CiteSeer_LP_linear_probe_s4_42,n24psdkx,CiteSeer_LP,linear_probe,s4,42,link_prediction,finished,0.595054945054945,0.5145507995179752,0.5114264376400298,0.525917040705773,0.10097616739573743,3.0575341643867913,288,267.71089720726013,2468102,1145857
PTC_MR_full_finetune_s2_42,sbiodkno,PTC_MR,full_finetune,s2,42,graph_classification,finished,0.5142857142857142,0.5436293436293437,0.4372670807453417,0.7183673469387755,0.5435374149659863,1.1264525021825518,25,19.71283984184265,1360775,1360775
PTC_MR_full_finetune_s2_84,jwczx0az,PTC_MR,full_finetune,s2,84,graph_classification,finished,0.5428571428571428,0.33506493506493507,0.42857142857142855,0.2816326530612245,0.5319727891156463,0.8757642439433506,14,16.85357642173767,1360775,1360775
PTC_MR_full_finetune_s2_126,uaadgr5u,PTC_MR,full_finetune,s2,126,graph_classification,finished,0.5142857142857142,0.18285714285714288,0.30476190476190473,0.13061224489795917,0.3614512471655328,0.6962903772081648,4,14.973258972167969,1360775,1360775
PTC_MR_full_finetune_s3_42,zm6l7pdk,PTC_MR,full_finetune,s3,42,graph_classification,finished,0.4857142857142857,0.5293233082706768,0.41904761904761906,0.7183673469387755,0.471655328798186,1.2657101767403738,34,21.31549572944641,1360775,1360775
PTC_MR_full_finetune_s3_84,pfhlwpsz,PTC_MR,full_finetune,s3,84,graph_classification,finished,0.5428571428571428,0.49870129870129865,0.4330827067669173,0.5877551020408164,0.5217687074829932,1.2301490340914043,24,19.83509397506714,1360775,1360775
PTC_MR_full_finetune_s3_126,lwkll339,PTC_MR,full_finetune,s3,126,graph_classification,finished,0.6285714285714286,0.5597883597883597,0.578021978021978,0.5428571428571428,0.6879818594104309,0.6852069548198155,11,16.327335596084595,1360775,1360775
PTC_MR_full_finetune_s4_42,s63ihno0,PTC_MR,full_finetune,s4,42,graph_classification,finished,0.4857142857142857,0.5485714285714286,0.421978021978022,0.7836734693877551,0.46077097505668935,1.7316181744847978,35,21.97357940673828,1360775,1360775
PTC_MR_full_finetune_s4_84,kcipniz2,PTC_MR,full_finetune,s4,84,graph_classification,finished,0.45714285714285713,0.45714285714285713,0.3984126984126984,0.5428571428571428,0.5029478458049886,1.4568785846233367,29,21.068540811538696,1360775,1360775
PTC_MR_full_finetune_s4_126,ylh0xr5l,PTC_MR,full_finetune,s4,126,graph_classification,finished,0.5142857142857142,0.5864661654135338,0.4619047619047618,0.8040816326530612,0.5537414965986395,3.669572373798915,98,25.40103006362915,1360775,1360775
PTC_MR_full_finetune_s5_42,u8xxbft4,PTC_MR,full_finetune,s5,42,graph_classification,finished,0.5142857142857142,0.5864661654135338,0.4619047619047618,0.8040816326530612,0.4637188208616781,3.3012716157095774,70,25.382654905319217,1360775,1360775
PTC_MR_full_finetune_s5_84,2ylr6whh,PTC_MR,full_finetune,s5,84,graph_classification,finished,0.6,0.5915966386554622,0.5028571428571429,0.7183673469387755,0.5689342403628117,0.9204687527247838,31,21.25039553642273,1360775,1360775
CiteSeer_LP_linear_probe_s4_84,0h4xxgnl,CiteSeer_LP,linear_probe,s4,84,link_prediction,finished,0.6230769230769231,0.4268344830915727,0.518164188752424,0.3668472372697726,0.09211327343276936,0.640144768521026,1,134.4265477657318,2468102,1145857
PTC_MR_full_finetune_s5_126,kr0rvu1m,PTC_MR,full_finetune,s5,126,graph_classification,finished,0.5142857142857142,0.6057142857142856,0.4648351648351649,0.8693877551020408,0.6444444444444445,2.9167348078319004,93,25.475557565689087,1360775,1360775
PTC_MR_linear_probe_b1_42,r2f7qfk4,PTC_MR,linear_probe,b1,42,graph_classification,finished,0.5428571428571428,0.1873015873015873,0.3142857142857143,0.1510204081632653,0.6408163265306123,0.7128950119018554,16,15.521772146224976,1360775,38530
PTC_MR_linear_probe_b1_84,75cba4ju,PTC_MR,linear_probe,b1,84,graph_classification,finished,0.5142857142857142,0.324223602484472,0.3904761904761905,0.2816326530612245,0.5827664399092971,0.8050179311207363,39,19.372732162475582,1360775,38530
PTC_MR_linear_probe_b1_126,6tyosga0,PTC_MR,linear_probe,b1,126,graph_classification,finished,0.6,0.6318367346938776,0.5217687074829932,0.8040816326530612,0.6705215419501134,0.6818140200206212,12,14.45158052444458,1360775,38530
PTC_MR_linear_probe_b2_42,jwnq3c5l,PTC_MR,linear_probe,b2,42,graph_classification,finished,0.5428571428571428,0.1924812030075188,0.3657142857142857,0.13061224489795917,0.6371882086167802,0.8917478220803398,71,21.648752450942993,1360775,38530
CiteSeer_LP_linear_probe_s4_126,44tmusna,CiteSeer_LP,linear_probe,s4,126,link_prediction,finished,0.6076923076923076,0.5206486226190069,0.5089905443393815,0.541634421916112,0.10283129274975086,5.827677439595317,283,275.8721926212311,2468102,1145857
PTC_MR_linear_probe_b2_84,mnwhpdzp,PTC_MR,linear_probe,b2,84,graph_classification,finished,0.5714285714285714,0.492063492063492,0.5076923076923077,0.4775510204081633,0.5827664399092971,0.9956060034888132,94,22.24811840057373,1360775,38530
PTC_MR_linear_probe_b2_126,i76keyv8,PTC_MR,linear_probe,b2,126,graph_classification,finished,0.5714285714285714,0.19327731092436976,0.3904761904761905,0.1510204081632653,0.7097505668934241,0.6702151281493051,15,14.776472330093384,1360775,38530
PTC_MR_linear_probe_b3_42,2rv24vh1,PTC_MR,linear_probe,b3,42,graph_classification,finished,0.45714285714285713,0.16623376623376623,0.22857142857142856,0.13061224489795917,0.5319727891156463,0.8204496690205165,21,15.905409097671509,1360775,38530
PTC_MR_linear_probe_b3_84,jiivw3yl,PTC_MR,linear_probe,b3,84,graph_classification,finished,0.5142857142857142,0.30476190476190473,0.3657142857142857,0.26122448979591834,0.4884353741496599,0.8782917823110308,24,17.415034294128418,1360775,38530
PTC_MR_linear_probe_b3_126,dg52gmzj,PTC_MR,linear_probe,b3,126,graph_classification,finished,0.5142857142857142,0.1015873015873016,0.22857142857142856,0.06530612244897958,0.6741496598639457,0.6874511344092232,5,12.58887815475464,1360775,38530
PTC_MR_linear_probe_b4_42,wv9r188l,PTC_MR,linear_probe,b4,42,graph_classification,finished,0.5428571428571428,0.0,0.0,0.0,0.6952380952380953,0.6705625687326704,10,13.34897804260254,1360775,38530
PTC_MR_linear_probe_b4_84,24e1dx7z,PTC_MR,linear_probe,b4,84,graph_classification,finished,0.5428571428571428,0.0,0.0,0.0,0.6741496598639456,0.7450572150094169,18,15.27933669090271,1360775,38530
PTC_MR_linear_probe_b4_126,q9rjwopd,PTC_MR,linear_probe,b4,126,graph_classification,finished,0.5714285714285714,0.6523809523809524,0.504,0.9346938775510204,0.6698412698412699,0.8276782155036926,30,17.82084631919861,1360775,38530
PTC_MR_linear_probe_s1_42,ouu339ct,PTC_MR,linear_probe,s1,42,graph_classification,finished,0.6,0.34829931972789113,0.5224489795918367,0.26122448979591834,0.6414965986394557,0.6627041918890817,23,16.287970304489136,1360775,38530
PTC_MR_linear_probe_s1_84,a3tfllvo,PTC_MR,linear_probe,s1,84,graph_classification,finished,0.7142857142857143,0.5844155844155844,0.7714285714285715,0.4775510204081633,0.6988662131519275,0.6862198352813721,30,17.853017807006836,1360775,38530
PTC_MR_linear_probe_s1_126,w2n57izn,PTC_MR,linear_probe,s1,126,graph_classification,finished,0.6285714285714286,0.6827067669172933,0.5380952380952381,0.9346938775510204,0.6154195011337867,0.724580557857241,67,21.56496000289917,1360775,38530
PTC_MR_linear_probe_s2_42,q81vvmbj,PTC_MR,linear_probe,s2,42,graph_classification,finished,0.4857142857142857,0.3386243386243386,0.3516483516483517,0.326530612244898,0.5356009070294785,0.7173747369221278,8,13.590540409088137,1360775,38530
PTC_MR_linear_probe_s2_84,8lbmyg9p,PTC_MR,linear_probe,s2,84,graph_classification,finished,0.5142857142857142,0.3516483516483517,0.380952380952381,0.326530612244898,0.5356009070294785,0.8314504521233695,50,22.71699571609497,1360775,38530
CiteSeer_LP_linear_probe_s5_42,0ipqtdj6,CiteSeer_LP,linear_probe,s5,42,link_prediction,finished,0.6043956043956044,0.5182044485733028,0.5127920623066254,0.5317443120260021,0.09588434792289498,2.9387016170627467,283,275.52443265914917,2468102,1145857
PTC_MR_linear_probe_s2_126,upufau79,PTC_MR,linear_probe,s2,126,graph_classification,finished,0.6,0.6318367346938776,0.5217687074829932,0.8040816326530612,0.5573696145124716,0.735436715398516,17,15.670020341873167,1360775,38530
PTC_MR_linear_probe_s3_42,85br5fpq,PTC_MR,linear_probe,s3,42,graph_classification,finished,0.5142857142857142,0.464039408866995,0.45142857142857146,0.4775510204081633,0.5646258503401361,0.833239723103387,57,21.96628713607788,1360775,38530
PTC_MR_linear_probe_s3_84,8dcecsau,PTC_MR,linear_probe,s3,84,graph_classification,finished,0.4857142857142857,0.4122448979591837,0.4122448979591837,0.4122448979591837,0.492063492063492,0.8025260448455811,19,15.760900974273682,1360775,38530
PTC_MR_linear_probe_s3_126,py1focg4,PTC_MR,linear_probe,s3,126,graph_classification,finished,0.5428571428571428,0.5123809523809524,0.4857142857142857,0.5428571428571428,0.5609977324263038,0.679933910710471,8,13.628229856491089,1360775,38530
PTC_MR_linear_probe_s4_42,85m1oay3,PTC_MR,linear_probe,s4,42,graph_classification,finished,0.45714285714285713,0.4009852216748769,0.3904761904761905,0.4122448979591837,0.4811791383219955,0.8142162220818656,18,15.029736042022703,1360775,38530
PTC_MR_linear_probe_s4_84,hy1cxpcl,PTC_MR,linear_probe,s4,84,graph_classification,finished,0.4857142857142857,0.2925714285714286,0.33246753246753247,0.26122448979591834,0.5138321995464853,0.8304745554924011,15,15.051661491394045,1360775,38530
PTC_MR_linear_probe_s4_126,881ol6yx,PTC_MR,linear_probe,s4,126,graph_classification,finished,0.5428571428571428,0.10756302521008404,0.30476190476190473,0.06530612244897958,0.7097505668934241,0.6820040873118809,14,14.993244886398315,1360775,38530
PTC_MR_linear_probe_s5_42,dizzpcp3,PTC_MR,linear_probe,s5,42,graph_classification,finished,0.45714285714285713,0.4228571428571429,0.3857142857142858,0.4775510204081633,0.46666666666666673,0.7964253783226013,13,14.053052186965942,1360775,38530
PTC_MR_linear_probe_s5_84,3v37tx9n,PTC_MR,linear_probe,s5,84,graph_classification,finished,0.4,0.45142857142857146,0.3904761904761905,0.5428571428571428,0.4811791383219955,0.8701831579208374,49,21.24976944923401,1360775,38530
PTC_MR_linear_probe_s5_126,n1mfkvbx,PTC_MR,linear_probe,s5,126,graph_classification,finished,0.37142857142857144,0.5415584415584416,0.3942857142857143,0.8693877551020408,0.673469387755102,0.7495795675686427,57,21.17051672935486,1360775,38530
CiteSeer_LP_linear_probe_s5_84,4135is0m,CiteSeer_LP,linear_probe,s5,84,link_prediction,finished,0.628021978021978,0.34366825057808875,0.5238347859037514,0.256910694938864,0.09457229205190658,0.6414877992409926,1,135.04191088676453,2468102,1145857
CiteSeer_LP_linear_probe_s5_126,q8pc6y2j,CiteSeer_LP,linear_probe,s5,126,link_prediction,finished,0.5906593406593407,0.5138455844058623,0.5067589944302273,0.5313032038384151,0.10281825908215828,3.1873630397922392,291,276.1458058357239,2468102,1145857
ENZYMES_full_finetune_b1_42,4ldt5a6a,ENZYMES,full_finetune,b1,42,graph_classification,finished,0.65,0.6436812570145903,0.6865961199294531,0.6420370370370371,0.8616800514747374,2.2800854047139487,38,41.7658896446228,1362059,1355915
ENZYMES_full_finetune_b1_84,b1tuu3bb,ENZYMES,full_finetune,b1,84,graph_classification,finished,0.75,0.7394276094276094,0.769047619047619,0.749074074074074,0.8958144518078093,1.6838720162709555,39,42.06374979019165,1362059,1355915
ENZYMES_full_finetune_b1_126,g4hlwp3w,ENZYMES,full_finetune,b1,126,graph_classification,finished,0.6,0.594372787706121,0.6597222222222221,0.5961111111111111,0.8800109590266596,1.7075698057810464,28,36.712188482284546,1362059,1355915
ENZYMES_full_finetune_b2_42,o9ne0r3e,ENZYMES,full_finetune,b2,42,graph_classification,finished,0.6333333333333333,0.6202132435465769,0.6645767195767196,0.622037037037037,0.872859910263292,2.4390549739201863,60,46.353373527526855,1362059,1355915
ENZYMES_full_finetune_b2_84,yf3x36m7,ENZYMES,full_finetune,b2,84,graph_classification,finished,0.6666666666666666,0.6490714840714841,0.7042003367003368,0.6581481481481483,0.8516509248936786,2.719036340713501,51,46.06677985191345,1362059,1355915
ENZYMES_full_finetune_b2_126,apprz08g,ENZYMES,full_finetune,b2,126,graph_classification,finished,0.6,0.5790809807476474,0.6462121212121213,0.5848148148148148,0.8622806302214515,3.0036319414774577,89,45.99663090705872,1362059,1355915
ENZYMES_full_finetune_b3_42,idhjzsil,ENZYMES,full_finetune,b3,42,graph_classification,finished,0.6166666666666667,0.6107806826434278,0.6624691358024691,0.6118518518518518,0.8605730779553243,2.2092463254928587,33,39.63734030723572,1362059,1355915
ENZYMES_full_finetune_b3_84,1k9febdu,ENZYMES,full_finetune,b3,84,graph_classification,finished,0.6333333333333333,0.6286901370234704,0.6998765432098766,0.6294444444444445,0.873585795243404,2.7195522785186768,57,46.85789656639099,1362059,1355915
ENZYMES_full_finetune_b3_126,lzx73g3d,ENZYMES,full_finetune,b3,126,graph_classification,finished,0.65,0.642298195631529,0.712314814814815,0.6375925925925927,0.843540720439875,3.5500872294108072,75,46.10328793525696,1362059,1355915
ENZYMES_full_finetune_b4_42,9nhj78xr,ENZYMES,full_finetune,b4,42,graph_classification,finished,0.6666666666666666,0.6474592074592075,0.6966269841269842,0.6546296296296298,0.8804702403071969,2.4997536023457845,44,43.94989609718323,1362059,1355915
ENZYMES_full_finetune_b4_84,3my7djsh,ENZYMES,full_finetune,b4,84,graph_classification,finished,0.65,0.6405814555814556,0.6876543209876543,0.645,0.8559864156240967,3.653766695658366,81,46.73279571533203,1362059,1355915
ENZYMES_full_finetune_b4_126,r21afd51,ENZYMES,full_finetune,b4,126,graph_classification,finished,0.6666666666666666,0.6589816973150306,0.7052777777777778,0.6622222222222223,0.8667859858650921,2.834639612833659,57,46.138006925582886,1362059,1355915
ENZYMES_full_finetune_s1_42,ya1ericl,ENZYMES,full_finetune,s1,42,graph_classification,finished,0.5833333333333334,0.5682716049382716,0.6052469135802468,0.573888888888889,0.8700628036527794,3.0435665766398112,84,47.00842046737671,1362059,1355915
ENZYMES_full_finetune_s1_84,vg0451xl,ENZYMES,full_finetune,s1,84,graph_classification,finished,0.5833333333333334,0.5800002593630045,0.7027609427609428,0.5877777777777777,0.8449618928664823,2.058151038487752,25,35.06032657623291,1362059,1355915
ENZYMES_full_finetune_s1_126,rmy8sach,ENZYMES,full_finetune,s1,126,graph_classification,finished,0.55,0.5491021324354658,0.5851851851851851,0.5490740740740742,0.8664551677746123,3.081797647476196,66,45.60439109802246,1362059,1355915
ENZYMES_full_finetune_s2_42,u6bfjvb8,ENZYMES,full_finetune,s2,42,graph_classification,finished,0.65,0.6347218213884882,0.6554320987654322,0.6385185185185186,0.856905829789284,3.099258295694987,80,46.8287513256073,1362059,1355915
ENZYMES_full_finetune_s2_84,53lq75cb,ENZYMES,full_finetune,s2,84,graph_classification,finished,0.65,0.6334772562223542,0.72,0.6435185185185186,0.8441597592110877,3.885453462600708,71,45.335341691970825,1362059,1355915
ENZYMES_full_finetune_s2_126,lj8ab77d,ENZYMES,full_finetune,s2,126,graph_classification,finished,0.5833333333333334,0.5696520763187429,0.6029629629629629,0.570925925925926,0.844700605241064,3.3352092266082765,78,44.64696311950683,1362059,1355915
ENZYMES_full_finetune_s3_42,z9kon2tu,ENZYMES,full_finetune,s3,42,graph_classification,finished,0.65,0.6440341067792048,0.7053703703703704,0.6459259259259259,0.8563911340270036,3.4483352502187095,87,46.21440863609314,1362059,1355915
ENZYMES_full_finetune_s3_84,xvgcriqh,ENZYMES,full_finetune,s3,84,graph_classification,finished,0.65,0.6295286195286195,0.6667003367003368,0.6398148148148148,0.8767913879598662,3.1670979976654055,72,45.44502663612366,1362059,1355915
ENZYMES_full_finetune_s3_126,nc1mepfx,ENZYMES,full_finetune,s3,126,graph_classification,finished,0.5833333333333334,0.5596956746956747,0.6459343434343433,0.58,0.862421506186603,2.304131110509237,34,38.881123542785645,1362059,1355915
ENZYMES_full_finetune_s4_42,ae7868n9,ENZYMES,full_finetune,s4,42,graph_classification,finished,0.6333333333333333,0.6233307433307433,0.659452861952862,0.6237037037037038,0.8528481082345817,3.3840955893198648,89,47.78756618499756,1362059,1355915
ENZYMES_full_finetune_s4_84,u87loy5y,ENZYMES,full_finetune,s4,84,graph_classification,finished,0.6333333333333333,0.6192725792725793,0.6690828924162259,0.6251851851851851,0.8730696629368128,2.4839011828104653,44,44.153934478759766,1362059,1355915
ENZYMES_full_finetune_s4_126,3ge4kzh8,ENZYMES,full_finetune,s4,126,graph_classification,finished,0.6,0.5791475010102461,0.6419444444444444,0.5877777777777777,0.8704271009675598,2.997500006357829,63,46.44874382019043,1362059,1355915
ENZYMES_full_finetune_s5_42,3do8hbpj,ENZYMES,full_finetune,s5,42,graph_classification,finished,0.6333333333333333,0.6145903479236812,0.6776190476190477,0.6227777777777778,0.829743951030183,3.407481797536214,63,46.705353021621704,1362059,1355915
ENZYMES_full_finetune_s5_84,3i1wxyb4,ENZYMES,full_finetune,s5,84,graph_classification,finished,0.65,0.6236025086025087,0.6735449735449737,0.6361111111111111,0.8659293495464994,2.625973637898763,45,43.38124322891235,1362059,1355915
ENZYMES_full_finetune_s5_126,8zzabbra,ENZYMES,full_finetune,s5,126,graph_classification,finished,0.6666666666666666,0.6638582840543624,0.7274074074074074,0.657037037037037,0.8691480001926862,3.3296254793802897,82,44.812360525131226,1362059,1355915
ENZYMES_linear_probe_b1_42,ecmcwt29,ENZYMES,linear_probe,b1,42,graph_classification,finished,0.5333333333333333,0.5091819908486576,0.5112962962962962,0.5357407407407407,0.8484474568864665,1.305977217356364,85,37.49842548370361,1362059,33670
ENZYMES_linear_probe_b1_84,ub49pqz3,ENZYMES,linear_probe,b1,84,graph_classification,finished,0.5333333333333333,0.5106544073210739,0.5299999999999999,0.5416666666666666,0.83404778617339,1.3938447078069052,48,36.139299631118774,1362059,33670
ENZYMES_linear_probe_b1_126,jubp0tn8,ENZYMES,linear_probe,b1,126,graph_classification,finished,0.4166666666666667,0.3657217246690931,0.3997517297517298,0.4196296296296296,0.7861936736997123,1.524904123942057,31,29.89576005935669,1362059,33670
ENZYMES_linear_probe_b2_42,07xyasxa,ENZYMES,linear_probe,b2,42,graph_classification,finished,0.55,0.4861037727704395,0.5022656355989689,0.5524074074074075,0.8271744377692445,1.4135183493296306,85,37.39958882331848,1362059,33670
ENZYMES_linear_probe_b2_84,lj2moomo,ENZYMES,linear_probe,b2,84,graph_classification,finished,0.4666666666666667,0.42571277669316887,0.417283950617284,0.46888888888888886,0.7977881948745476,1.4255972464879354,84,36.52386713027954,1362059,33670
ENZYMES_linear_probe_b2_126,umzil1vb,ENZYMES,linear_probe,b2,126,graph_classification,finished,0.38333333333333336,0.3247240478819426,0.3822178130511464,0.38407407407407407,0.787278410889522,1.5469289620717366,48,34.4314968585968,1362059,33670
ENZYMES_linear_probe_b3_42,4zcyi88p,ENZYMES,linear_probe,b3,42,graph_classification,finished,0.3333333333333333,0.2510748510748511,0.285598633392751,0.3312962962962962,0.6807001476113794,1.7430252313613892,17,24.322124481201172,1362059,33670
ENZYMES_linear_probe_b3_84,kjwt9d9v,ENZYMES,linear_probe,b3,84,graph_classification,finished,0.35,0.3083699990717535,0.3502597402597402,0.35685185185185186,0.7120443315853945,1.673022214571635,22,26.829065561294556,1362059,33670
ENZYMES_linear_probe_b3_126,ybrh75m6,ENZYMES,linear_probe,b3,126,graph_classification,finished,0.4,0.3196078431372549,0.3601010101010101,0.3957407407407408,0.7980386353001088,1.6754254261652628,84,36.925782680511475,1362059,33670
ENZYMES_linear_probe_b4_42,bqshcx5o,ENZYMES,linear_probe,b4,42,graph_classification,finished,0.4666666666666667,0.4389920533160987,0.4842592592592592,0.4703703703703704,0.8081199247835722,1.4868003129959106,94,35.94891858100891,1362059,33670
ENZYMES_linear_probe_b4_84,kdemigei,ENZYMES,linear_probe,b4,84,graph_classification,finished,0.38333333333333336,0.3259259259259259,0.39337736337736345,0.3887037037037037,0.8074279491308478,1.5056413809458415,52,34.52262210845947,1362059,33670
ENZYMES_linear_probe_b4_126,gxm7jl02,ENZYMES,linear_probe,b4,126,graph_classification,finished,0.43333333333333335,0.3687697487697488,0.4111111111111111,0.4398148148148148,0.8216750536768652,1.5031866629918416,93,35.31484580039978,1362059,33670
ENZYMES_linear_probe_s1_42,wnv1wczb,ENZYMES,linear_probe,s1,42,graph_classification,finished,0.4666666666666667,0.4532098765432098,0.46723104056437387,0.4605555555555555,0.7778017173156062,1.5609582901000976,79,38.016740560531616,1362059,33670
ENZYMES_linear_probe_s1_84,zpxkzj1c,ENZYMES,linear_probe,s1,84,graph_classification,finished,0.26666666666666666,0.250381593714927,0.27235529902196565,0.2685185185185185,0.5964151595854494,1.7506887356440226,8,21.284790754318237,1362059,33670
ENZYMES_linear_probe_s1_126,4awg24v8,ENZYMES,linear_probe,s1,126,graph_classification,finished,0.4,0.35927508164350275,0.4232451499118166,0.40685185185185185,0.7261533730404504,1.7743820031483968,84,36.02593970298767,1362059,33670
ENZYMES_linear_probe_s2_42,tn1odxla,ENZYMES,linear_probe,s2,42,graph_classification,finished,0.4,0.3788927956575015,0.4684259259259259,0.3983333333333334,0.795734461235669,1.70434619585673,84,36.819003105163574,1362059,33670
ENZYMES_linear_probe_s2_84,nihlooh3,ENZYMES,linear_probe,s2,84,graph_classification,finished,0.5166666666666667,0.48352517852517857,0.5936419753086419,0.5214814814814815,0.7864634773662551,1.667127052942912,83,36.49391412734985,1362059,33670
ENZYMES_linear_probe_s2_126,4l80793j,ENZYMES,linear_probe,s2,126,graph_classification,finished,0.45,0.4201193251193251,0.4364197530864197,0.4477777777777778,0.8184604718058826,1.5811703125635783,88,36.11894989013672,1362059,33670
ENZYMES_linear_probe_s3_42,y704hybi,ENZYMES,linear_probe,s3,42,graph_classification,finished,0.4,0.3679418112751446,0.3850617283950617,0.4035185185185185,0.7512286066724473,1.7561400175094604,69,35.95100498199463,1362059,33670
ENZYMES_linear_probe_s3_84,7dovegy8,ENZYMES,linear_probe,s3,84,graph_classification,finished,0.43333333333333335,0.41347763347763344,0.4516666666666666,0.43611111111111106,0.771700885668277,1.619325041770935,65,35.231096267700195,1362059,33670
ENZYMES_linear_probe_s3_126,kbbo1xe9,ENZYMES,linear_probe,s3,126,graph_classification,finished,0.5,0.4684824434824435,0.4758641975308642,0.49777777777777776,0.7844870934665622,1.6181615591049194,83,36.74474358558655,1362059,33670
ENZYMES_linear_probe_s4_42,cnpk7xao,ENZYMES,linear_probe,s4,42,graph_classification,finished,0.43333333333333335,0.4153759820426487,0.4366137566137566,0.4368518518518519,0.8023009482912864,1.5529850244522094,82,37.04975962638855,1362059,33670
ENZYMES_linear_probe_s4_84,g4kfx925,ENZYMES,linear_probe,s4,84,graph_classification,finished,0.48333333333333334,0.4562969746303079,0.45580246913580247,0.4898148148148147,0.8044597647164072,1.669734573364258,100,37.87688231468201,1362059,33670
ENZYMES_linear_probe_s4_126,w9btt5tl,ENZYMES,linear_probe,s4,126,graph_classification,finished,0.4166666666666667,0.3677072310405644,0.3759371492704826,0.4166666666666667,0.7812897931376191,1.6443458080291748,89,37.070241928100586,1362059,33670
ENZYMES_linear_probe_s5_42,xy2ufs64,ENZYMES,linear_probe,s5,42,graph_classification,finished,0.45,0.4313142413142413,0.4609876543209877,0.45462962962962966,0.8071765624784949,1.5509666045506796,83,37.263649463653564,1362059,33670
ENZYMES_linear_probe_s5_84,4yps42su,ENZYMES,linear_probe,s5,84,graph_classification,finished,0.48333333333333334,0.4760252093585427,0.514021164021164,0.48129629629629633,0.8074028053043754,1.5710930903752645,94,37.69595789909363,1362059,33670
ENZYMES_linear_probe_s5_126,6mfw13yi,ENZYMES,linear_probe,s5,126,graph_classification,finished,0.4666666666666667,0.4331746031746031,0.5140116673450007,0.46722222222222226,0.7809265710805566,1.7304781834284464,96,39.095590114593506,1362059,33670
