scheme,mean_improvement,std_improvement,min_improvement,max_improvement,range_performance,success_rate,coefficient_variation,category,domains_analyzed
b2,-0.41391050490187364,5.426744082192831,-7.624345549738229,6.306306306306326,13.930651856044555,33.33333333333333,13.110911701744214,specialist,6
b3,-4.260113811423093,8.027892893465479,-14.354066985645922,7.172481092949476,21.526548078595397,16.666666666666664,1.8844315548423711,specialist,6
s1,-2.6453688411891565,15.871054715438865,-18.181818181818176,26.126126126126163,44.30794430794434,33.33333333333333,5.9995621284722045,specialist,6
s2,-2.7922473907684306,7.290351167420031,-12.332439678284189,9.174493778970442,21.506933457254632,16.666666666666664,2.6109259485828424,specialist,6
s3,-2.5836916467721216,3.9873838489828506,-7.6555023923444905,1.298334959746189,8.95383735209068,33.33333333333333,1.5432893681273463,poor_performer,6
s4,-5.90091104987604,4.481851945791117,-12.370739180390657,0.4520919736520318,12.822831154042689,16.666666666666664,0.7595186417672347,poor_performer,6
s5,-5.962534784466552,3.004706026199167,-9.909909909909898,-1.680287875091574,8.229622034818323,0.0,0.5039309848601559,poor_performer,6
b4,-3.846736190897065,3.3711465462829673,-7.820680628272261,0.0,7.820680628272261,0.0,0.876365411867979,poor_performer,6
