domain,scheme,task_type,linear_performance,full_performance,absolute_difference,relative_difference_pct,better_strategy,linear_training_time,full_training_time,time_ratio,linear_epochs,full_epochs,linear_trainable_params,full_trainable_params,param_ratio,linear_perf_per_param,full_perf_per_param,time_cost,param_cost,perf_per_time_cost,perf_per_param_cost,efficiency_category
Cora_NC,s3,node_classification,0.4633333333333334,0.5293333333333333,0.06599999999999995,14.244604316546749,full_finetune,23.13406769434611,23.92383042971293,1.0341385157941694,162.66666666666666,113.33333333333331,369415.0,1691660.0,4.579294289620075,1.2542352999562371e-06,3.129076370744318e-07,0.03413851579416938,3.5792942896200746,417.25903968501257,3.9797242595715,highly_efficient
Cora_NC,s4,node_classification,0.4539999999999999,0.5073333333333333,0.0533333333333334,11.74743024963291,full_finetune,22.46311593055725,22.014089902242024,0.9800105190346988,165.33333333333334,138.33333333333334,369415.0,1691660.0,4.579294289620075,1.2289701284463271e-06,2.999026597149151e-07,-0.019989480965301176,3.5792942896200746,-587.6806041149711,3.282052074818314,highly_efficient
Cora_NC,s5,node_classification,0.4496666666666666,0.5026666666666667,0.0530000000000001,11.786508524833234,full_finetune,21.44705526034037,24.457860390345257,1.1403831478707676,138.33333333333334,121.66666666666669,369415.0,1691660.0,4.579294289620075,1.2172398702452975e-06,2.9714402815380554e-07,0.14038314787076756,3.5792942896200746,83.95956853513168,3.292969946342221,highly_efficient
Cora_NC,b4,node_classification,0.4243333333333333,0.5146666666666667,0.09033333333333343,21.288295365278895,full_finetune,24.148859818776447,25.55636183420817,1.0582844087047683,151.33333333333334,146.0,369415.0,1691660.0,4.579294289620075,1.148662976146971e-06,3.0423765216808737e-07,0.058284408704768254,3.5792942896200746,365.2485431071603,5.947623649448101,highly_efficient
CiteSeer_NC,b1,node_classification,0.417,0.4533333333333333,0.03633333333333333,8.713029576338927,full_finetune,22.747912963231403,31.45009557406108,1.382548615554115,142.33333333333334,155.33333333333334,950278.0,2272523.0,2.391429665845153,4.388189561370462e-07,1.9948459634218588e-07,0.3825486155541149,1.3914296658451528,22.776267439154783,6.261925981753913,highly_efficient
CiteSeer_NC,b2,node_classification,0.4123333333333334,0.4526666666666667,0.04033333333333333,9.781729991915924,full_finetune,23.752979199091595,25.606616497039795,1.0780380971334784,155.33333333333334,160.0,950278.0,2272523.0,2.391429665845153,4.339081125032184e-07,1.991912366416827e-07,0.07803809713347842,1.3914296658451528,125.34557288326745,7.029985224567216,highly_efficient
CiteSeer_NC,b3,node_classification,0.3523333333333333,0.4096666666666667,0.0573333333333334,16.272469252601727,full_finetune,22.454323927561443,25.50134523709615,1.135698644027962,167.0,150.0,950278.0,2272523.0,2.391429665845153,3.70768694354003e-07,1.8026953595922537e-07,0.13569864402796195,1.3914296658451528,119.91622590752371,11.694783898917267,highly_efficient
CiteSeer_NC,s1,node_classification,0.3613333333333333,0.3843333333333333,0.02300000000000002,6.365313653136538,full_finetune,21.69572655359904,22.00349672635396,1.014185750912493,178.0,161.66666666666666,950278.0,2272523.0,2.391429665845153,3.802396070763853e-07,1.6912186734010317e-07,0.014185750912492967,1.3914296658451528,448.71178779339743,4.574657138181867,highly_efficient
CiteSeer_NC,s2,node_classification,0.3583333333333333,0.4046666666666667,0.04633333333333339,12.930232558139554,full_finetune,20.01737968126933,21.67484100659688,1.0828011134183797,173.33333333333334,165.0,950278.0,2272523.0,2.391429665845153,3.7708263616892454e-07,1.7806933820545124e-07,0.0828011134183797,1.3914296658451528,156.16012906499608,9.292767629965505,highly_efficient
CiteSeer_NC,s3,node_classification,0.3846666666666666,0.423,0.038333333333333386,9.965337954939358,full_finetune,19.50928982098897,22.33747776349385,1.1449662170409807,147.66666666666666,174.0,950278.0,2272523.0,2.391429665845153,4.047938252455246e-07,1.8613672996928962e-07,0.14496621704098067,1.3914296658451528,68.74248468608548,7.161941562376006,highly_efficient
CiteSeer_NC,s4,node_classification,0.381,0.3816666666666666,0.0006666666666665932,0.17497812773401397,full_finetune,20.069189469019573,20.36762197812398,1.0148701824538102,129.0,148.0,950278.0,2272523.0,2.391429665845153,4.0093530524751706e-07,1.679484285380903e-07,0.014870182453810221,1.3914296658451528,11.767046455383532,0.12575420233528833,moderately_efficient
CiteSeer_NC,s5,node_classification,0.3976666666666666,0.3993333333333333,0.0016666666666667052,0.41911148365466183,full_finetune,20.931410392125446,20.81015435854594,0.9942069821713914,154.33333333333334,141.66666666666666,950278.0,2272523.0,2.391429665845153,4.184740325111879e-07,1.7572246060142552e-07,-0.0057930178286086376,1.3914296658451528,-72.34769442360299,0.3012092482591235,moderately_efficient
CiteSeer_NC,b4,node_classification,0.3879999999999999,0.4266666666666667,0.038666666666666794,9.96563573883165,full_finetune,25.135246117909748,24.965404510498047,0.9932428906160309,171.66666666666666,148.0,950278.0,2272523.0,2.391429665845153,4.083015706982587e-07,1.8775020832205734e-07,-0.006757109383969118,1.3914296658451528,-1474.8371193271773,7.162155575271952,highly_efficient
Cora_LP,b1,link_prediction,0.0819466991341991,0.0872198547979797,0.0052731556637806015,6.43486036593747,full_finetune,151.03681683540344,247.55428298314413,1.639032708514529,4.333333333333333,104.33333333333331,564737.0,1886982.0,3.341346502885414,1.4510595044100014e-07,4.6221879592905335e-08,0.6390327085145291,2.341346502885414,10.069688578063085,2.7483588430876496,highly_efficient
Cora_LP,b2,link_prediction,0.0854640151515151,0.0836828102453102,-0.0017812049062048974,-2.084157762828114,linear_probe,147.08123429616293,167.77482748031616,1.140694992690125,1.0,1.0,564737.0,1886982.0,3.341346502885414,1.5133418768650735e-07,4.4347434286765955e-08,0.1406949926901251,2.341346502885414,-14.813304460794743,-0.8901534908479597,inefficient
Cora_LP,b3,link_prediction,0.0844832251082251,0.0843394886363636,-0.00014373647186149974,-0.1701361088871427,linear_probe,145.6865950425466,184.21648828188577,1.2644710944619635,1.0,19.666666666666668,564737.0,1886982.0,3.341346502885414,1.4959746768535637e-07,4.469543887348348e-08,0.2644710944619635,2.341346502885414,-0.6433070095363932,-0.07266592479048763,inefficient
Cora_LP,s1,link_prediction,0.0769469246031746,0.0769553796897546,8.455086580011484e-06,0.010988205992137408,full_finetune,196.6226449807485,171.65294218063354,0.8730069834908397,61.66666666666666,5.333333333333333,564737.0,1886982.0,3.341346502885414,1.3625267089490258e-07,4.078225425030795e-08,-0.12699301650916028,2.341346502885414,-0.08652606493007278,0.004693113974627776,moderately_efficient
Cora_LP,s2,link_prediction,0.0834911616161616,0.0831416847041847,-0.0003494769119768981,-0.41857953011070453,linear_probe,148.45964495340982,167.31234606107077,1.1269887255461064,1.0,1.0,564737.0,1886982.0,3.341346502885414,1.478407853853415e-07,4.406066655865541e-08,0.1269887255461064,2.341346502885414,-3.2961944323059518,-0.178777267523136,inefficient
Cora_LP,s3,link_prediction,0.0854386498917749,0.0832318722943722,-0.00220677759740269,-2.582879762493923,linear_probe,196.2400337060293,169.0993189016978,0.8616963404878502,93.66666666666669,2.333333333333333,564737.0,1886982.0,3.341346502885414,1.5128927251406388e-07,4.4108461180007126e-08,-0.13830365951214985,2.341346502885414,18.675426027082235,-1.1031599805115773,inefficient
Cora_LP,s4,link_prediction,0.0809997294372294,0.0839082792207792,0.0029085497835498048,3.5908141962421993,full_finetune,147.87616872787476,224.2558467388153,1.51651106914662,1.3333333333333333,53.333333333333336,564737.0,1886982.0,3.341346502885414,1.434291173364405e-07,4.4466920840145376e-08,0.5165110691466199,2.341346502885414,6.952056617440834,1.533653473254375,highly_efficient
Cora_LP,s5,link_prediction,0.0797568317099567,0.080241590007215,0.00048475829725828923,0.6077953284568259,full_finetune,168.40483554204306,184.50930070877075,1.0956294699905285,21.666666666666668,17.666666666666668,564737.0,1886982.0,3.341346502885414,1.4122827388670602e-07,4.2523770765812814e-08,0.09562946999052846,2.341346502885414,6.355732479925116,0.25959221657614323,moderately_efficient
Cora_LP,b4,link_prediction,0.081253382034632,0.0870676632395382,0.005814281204906194,7.155740548040225,full_finetune,155.44662110010782,200.25809144973755,1.2882756153366055,9.0,32.333333333333336,564737.0,1886982.0,3.341346502885414,1.4387826906087613e-07,4.614122616937427e-08,0.2882756153366055,2.341346502885414,24.822566208677806,3.056250127532033,highly_efficient
CiteSeer_LP,b1,link_prediction,0.09664464519913,0.0933109226660005,-0.00333372253312951,-3.4494642990934383,linear_probe,166.17271955808005,188.46131682395932,1.1341290996810645,40.333333333333336,37.333333333333336,1145857.0,2468102.0,2.153935438715302,8.434267556870535e-08,3.7806752989139224e-08,0.13412909968106446,1.153935438715302,-25.717493871916393,-2.989304412848081,inefficient
CiteSeer_LP,b2,link_prediction,0.1047284154771182,0.0941972120622973,-0.010531203414820903,-10.055726869200875,linear_probe,226.68478473027548,202.63994908332825,0.89392832132268,196.66666666666663,87.33333333333333,1145857.0,2468102.0,2.153935438715302,9.139745664347139e-08,3.816585054519517e-08,-0.10607167867732004,1.153935438715302,94.80124190163272,-8.714288973043505,inefficient
CiteSeer_LP,b3,link_prediction,0.1131220974067527,0.0904579976485091,-0.0226640997582436,-20.03507738788681,linear_probe,268.1852954228719,211.3435701529185,0.7880505522112018,242.0,56.66666666666666,1145857.0,2468102.0,2.153935438715302,9.872270048247967e-08,3.665083438549505e-08,-0.2119494477887982,1.153935438715302,94.52762249161985,-17.36239023059404,inefficient
CiteSeer_LP,s1,link_prediction,0.1064676860080863,0.0813532567424339,-0.025114429265652397,-23.588780978807915,linear_probe,269.22160418828327,236.0917043685913,0.8769418972909686,259.6666666666667,89.66666666666667,1145857.0,2468102.0,2.153935438715302,9.291533411942878e-08,3.296186978594641e-08,-0.12305810270903139,1.153935438715302,191.68815754118322,-20.442028372982243,inefficient
CiteSeer_LP,s2,link_prediction,0.1118752098737273,0.0955078197479976,-0.0163673901257297,-14.630041940661787,linear_probe,267.1241949399312,222.52111570040384,0.8330249371474667,282.0,118.0,1145857.0,2468102.0,2.153935438715302,9.763453020204728e-08,3.869686899001646e-08,-0.16697506285253327,1.153935438715302,87.61812507046363,-12.67838862540671,inefficient
CiteSeer_LP,s3,link_prediction,0.1029920413167262,0.0894297860939817,-0.013562255222744499,-13.168255575241183,linear_probe,224.3068188826243,244.2547946770986,1.0889316512705427,194.66666666666663,109.66666666666669,1145857.0,2468102.0,2.153935438715302,8.988210685689941e-08,3.623423427961312e-08,0.0889316512705427,1.153935438715302,-148.07164139099905,-11.41160513269412,inefficient
CiteSeer_LP,s4,link_prediction,0.0986402445260858,0.0921740972148681,-0.006466147311217696,-6.555283132441645,linear_probe,226.00321253140768,196.829199552536,0.8709132819303737,190.66666666666663,65.0,1145857.0,2468102.0,2.153935438715302,8.608425355527418e-08,3.734614582981907e-08,-0.12908671806962635,1.153935438715302,50.78201096495365,-5.6808057994472945,inefficient
CiteSeer_LP,s5,link_prediction,0.0977582996856532,0.0890054678045782,-0.008752831881074993,-8.953543493718866,linear_probe,228.9040497938792,176.68097734451294,0.7718560571715901,191.66666666666663,29.666666666666668,1145857.0,2468102.0,2.153935438715302,8.531457213740737e-08,3.606231339084778e-08,-0.22814394282840988,1.153935438715302,39.24515103367415,-7.759137290806334,inefficient
CiteSeer_LP,b4,link_prediction,0.0941624556153837,0.0917208152197032,-0.002441640395680497,-2.593008412666754,linear_probe,136.59181634585062,194.74640186627707,1.4257545369568774,5.0,43.333333333333336,1145857.0,2468102.0,2.153935438715302,8.217644576538233e-08,3.716248972680351e-08,0.42575453695687737,1.153935438715302,-6.090383513468906,-2.2471000765463955,inefficient
