domain_name,finetune_strategy,pretrained_scheme,seed,accuracy,f1,precision,recall,auc,convergence_epochs,training_time,trainable_parameters
CiteSeer_LP,full_finetune,b1,42,0.5736263736263736,0.5195285987893168,0.5062496974391247,0.5446060981272249,0.08998878561517555,36,190.921982049942,2468102
CiteSeer_LP,full_finetune,b1,84,0.5873626373626374,0.5211374846536362,0.5057620640229336,0.5488933601609658,0.0968227719895622,61,208.3625843524933,2468102
CiteSeer_LP,full_finetune,b1,126,0.6043956043956044,0.5085785251395887,0.5089557785209959,0.5169014084507042,0.09312121039326378,15,166.09938406944275,2468102
CiteSeer_LP,full_finetune,b2,42,0.5236263736263737,0.05199687531953458,0.5626373626373626,0.0272635814889336,0.09226967744388057,1,151.57517862319946,2468102
CiteSeer_LP,full_finetune,b2,84,0.5818681318681319,0.16865558435975345,0.5626373626373626,0.099272558427488,0.09153110294696656,1,151.78503680229187,2468102
CiteSeer_LP,full_finetune,b2,126,0.55,0.5175655805707969,0.5047904476475905,0.5429577464788733,0.0987908557960448,260,304.5596318244934,2468102
CiteSeer_LP,full_finetune,b3,42,0.5879120879120879,0.5182104669936205,0.5072853072853073,0.5385544033431358,0.0963883164031422,44,199.87316274642944,2468102
CiteSeer_LP,full_finetune,b3,84,0.5664835164835165,0.5183575689011862,0.5039794248304886,0.5461461074137131,0.0865956874852353,66,218.18546891212463,2468102
CiteSeer_LP,full_finetune,b3,126,0.5637362637362637,0.5177999440787707,0.5047554215695809,0.5421838724655625,0.08838998905714993,60,215.97207880020144,2468102
CiteSeer_LP,full_finetune,b4,42,0.5763736263736263,0.5106624887976717,0.5093780006401365,0.5201981117474075,0.09156585939388016,23,177.2610583305359,2468102
CiteSeer_LP,full_finetune,b4,84,0.5785714285714286,0.5062932695307195,0.5080531408889618,0.5119486147655161,0.0945983593870918,22,173.8504078388214,2468102
CiteSeer_LP,full_finetune,b4,126,0.5807692307692308,0.5225387992817284,0.5072449674219586,0.5494428107104163,0.08899822687813792,85,233.12773942947388,2468102
CiteSeer_LP,full_finetune,s1,42,0.49615384615384617,0.5107193488137909,0.499282535646172,0.5366893669710571,0.07303198407720275,1,149.10439133644104,2468102
CiteSeer_LP,full_finetune,s1,84,0.521978021978022,0.5148626742572435,0.50312764158918,0.5397693855440334,0.08083046185344185,151,294.8457362651825,2468102
CiteSeer_LP,full_finetune,s1,126,0.5263736263736264,0.5148731556682524,0.5027823240589198,0.540318836093484,0.09019732429665714,117,264.3249855041504,2468102
CiteSeer_LP,full_finetune,s2,42,0.5247252747252747,0.5165014941717226,0.5020280532475655,0.5469199814270237,0.09017125696147192,27,175.6177077293396,2468102
CiteSeer_LP,full_finetune,s2,84,0.5626373626373626,0.5174541255326792,0.506127933202169,0.5412010524686581,0.10303983143123246,283,298.21987295150757,2468102
CiteSeer_LP,full_finetune,s2,126,0.5565934065934066,0.5181349514382949,0.505532074762844,0.5442810710416345,0.09331237085128856,44,193.7257664203644,2468102
CiteSeer_LP,full_finetune,s3,42,0.5324175824175824,0.5177724062890208,0.5025215448451963,0.5476861167002012,0.08815972759634731,158,293.6122877597809,2468102
CiteSeer_LP,full_finetune,s3,84,0.5,0.5223480037550389,0.5,0.5626373626373626,0.09368600265560977,1,146.51974272727966,2468102
CiteSeer_LP,full_finetune,s3,126,0.5197802197802198,0.5142921639484093,0.5016849816849817,0.5413093948305217,0.08644362802998833,170,292.63235354423523,2468102
CiteSeer_LP,full_finetune,s4,42,0.5659340659340659,0.15828743545161858,0.5333333333333333,0.09299644017953876,0.09094893246116374,1,147.1780731678009,2468102
CiteSeer_LP,full_finetune,s4,84,0.6318681318681318,0.41675187134474045,0.52133263561835,0.3502476396842594,0.09222623188523855,1,147.49895024299622,2468102
CiteSeer_LP,full_finetune,s4,126,0.5571428571428572,0.5154505128406096,0.5046462309620204,0.5382293762575453,0.0933471272982022,193,295.8105752468109,2468102
CiteSeer_LP,full_finetune,s5,42,0.5126373626373626,0.02818734278535375,0.5626373626373626,0.014510137749574367,0.08329382502844326,1,147.12894320487976,2468102
CiteSeer_LP,full_finetune,s5,84,0.6192307692307693,0.2777248853862831,0.5280894544052439,0.1887478718464634,0.09224361010869536,1,148.41153502464294,2468102
CiteSeer_LP,full_finetune,s5,126,0.5401098901098901,0.5172246191148153,0.5039794248304886,0.5439483052159109,0.09147896827659616,87,234.5024538040161,2468102
CiteSeer_LP,linear_probe,b1,42,0.5719780219780219,0.4994078797996091,0.5098901098901099,0.49799566630552544,0.09253035079573256,8,138.71003651618958,1145857
CiteSeer_LP,linear_probe,b1,84,0.6269230769230769,0.5067043575084541,0.5142857142857142,0.5061290821854202,0.10042440880098404,99,215.28458404541016,1145857
CiteSeer_LP,linear_probe,b1,126,0.5901098901098901,0.4969308382464942,0.5101634117178159,0.4918356291595728,0.09697917600067342,14,144.52353811264038,1145857
CiteSeer_LP,linear_probe,b2,42,0.5758241758241758,0.5059472602117787,0.5061107117181883,0.5158025073518031,0.08786429779758172,18,147.08540606498718,1145857
CiteSeer_LP,linear_probe,b2,84,0.6054945054945055,0.526248909105058,0.5094993894993896,0.5546122891193314,0.11726390733062342,278,267.9337980747223,1145857
CiteSeer_LP,linear_probe,b2,126,0.6543956043956044,0.5179232817619366,0.5102348631760396,0.5328354743847702,0.10905704130314953,294,265.03515005111694,1145857
CiteSeer_LP,linear_probe,b3,42,0.6802197802197802,0.5242765386125535,0.5189589358010411,0.5347082494969819,0.1167642834062404,230,269.73031425476074,1145857
CiteSeer_LP,linear_probe,b3,84,0.6917582417582417,0.5243966175767739,0.518494271685761,0.5349249342207089,0.11482226693494298,288,268.06313824653625,1145857
CiteSeer_LP,linear_probe,b3,126,0.6527472527472528,0.5217937578087929,0.511176628249799,0.5397616468039004,0.10777974187907474,208,266.7624337673187,1145857
CiteSeer_LP,linear_probe,b4,42,0.5884615384615385,0.4807914232469066,0.5125173676897815,0.4587447763504101,0.09520659720807978,6,137.23534297943115,1145857
CiteSeer_LP,linear_probe,b4,84,0.5725274725274725,0.4770682760930346,0.5097929694614778,0.45533973069184336,0.09436375337042498,5,137.55415630340576,1145857
CiteSeer_LP,linear_probe,b4,126,0.5752747252747252,0.48080913366131095,0.5080646129826457,0.46314038074601455,0.09291701626764635,4,134.98594975471497,1145857
CiteSeer_LP,linear_probe,s1,42,0.5945054945054945,0.5185269979783214,0.5088948787061995,0.5369060516947841,0.10770588442938332,274,272.87608790397644,1145857
CiteSeer_LP,linear_probe,s1,84,0.6252747252747253,0.5184491310908037,0.5119188503803888,0.5333926636743538,0.10199713802382444,239,268.1176838874817,1145857
CiteSeer_LP,linear_probe,s1,126,0.6307692307692307,0.518613206338265,0.512909312909313,0.530637672186968,0.10970003557105117,266,266.6710407733917,1145857
CiteSeer_LP,linear_probe,s2,42,0.6318681318681318,0.51677046007646,0.5107117181883537,0.5326265284011763,0.10611577698308612,252,264.5627782344818,1145857
CiteSeer_LP,linear_probe,s2,84,0.6730769230769231,0.5236570293222798,0.5171505111803619,0.5374632409843677,0.11186362439142276,299,265.5990164279938,1145857
CiteSeer_LP,linear_probe,s2,126,0.6648351648351648,0.5226873773279815,0.5171717171717172,0.534932672960842,0.11764622824667302,295,271.2107901573181,1145857
CiteSeer_LP,linear_probe,s3,42,0.5989010989010989,0.5169481467659681,0.50980756332869,0.5333926636743538,0.10783187654944512,298,272.3518009185791,1145857
CiteSeer_LP,linear_probe,s3,84,0.5,0.5223480037550389,0.5,0.5626373626373626,0.09535431210746258,1,132.15407180786133,1145857
CiteSeer_LP,linear_probe,s3,126,0.6467032967032967,0.5173502638814008,0.5094849850610219,0.535373781148429,0.1057899352932711,285,268.4145839214325,1145857
CiteSeer_LP,linear_probe,s4,42,0.595054945054945,0.5145507995179752,0.5114264376400298,0.525917040705773,0.10097616739573743,288,267.71089720726013,1145857
CiteSeer_LP,linear_probe,s4,84,0.6230769230769231,0.4268344830915727,0.518164188752424,0.3668472372697726,0.09211327343276936,1,134.4265477657318,1145857
