domain,task_type,scheme,strategy,performance,performance_metric,training_time_minutes,performance_per_minute,convergence_epochs,performance_per_epoch,trainable_parameters,performance_per_param,total_parameters,performance_per_total_param
CiteSeer_NC,node_classification,s5,full_finetune,0.3993333333333333,accuracy,0.3468359059757657,1.1513609936372498,141.66666666666666,0.0028188235294117647,2272523.0,0.17572246060142552,2272523.0,0.17572246060142552
CiteSeer_NC,node_classification,b1,linear_probe,0.417,accuracy,0.3791318827205234,1.0998811205424024,142.33333333333334,0.002929742388758782,950278.0,0.4388189561370462,2272523.0,0.1834964926647607
CiteSeer_NC,node_classification,b2,linear_probe,0.4123333333333334,accuracy,0.3958829866515266,1.0415535580878272,155.33333333333334,0.0026545064377682405,950278.0,0.4339081125032184,2272523.0,0.18144297476123822
CiteSeer_NC,node_classification,b3,linear_probe,0.3523333333333333,accuracy,0.37423873212602404,0.941466777988885,167.0,0.0021097804391217562,950278.0,0.37076869435400306,2272523.0,0.15504060171594886
CiteSeer_NC,node_classification,b4,linear_probe,0.3879999999999999,accuracy,0.41892076863182914,0.9261894588496659,171.66666666666666,0.0022601941747572812,950278.0,0.40830157069825873,2272523.0,0.17073534569287083
CiteSeer_NC,node_classification,s1,linear_probe,0.3613333333333333,accuracy,0.361595442559984,0.9992751312771117,178.0,0.002029962546816479,950278.0,0.3802396070763853,2272523.0,0.15900095767274228
CiteSeer_NC,node_classification,s2,linear_probe,0.3583333333333333,accuracy,0.33362299468782214,1.0740666531952725,173.33333333333334,0.002067307692307692,950278.0,0.37708263616892457,2272523.0,0.1576808390204778
CiteSeer_NC,node_classification,s3,linear_probe,0.3846666666666666,accuracy,0.3251548303498161,1.1830261486591633,147.66666666666666,0.002604966139954853,950278.0,0.4047938252455246,2272523.0,0.16926854719035478
CiteSeer_NC,node_classification,s4,linear_probe,0.381,accuracy,0.3344864911503262,1.1390594540595946,129.0,0.0029534883720930233,950278.0,0.4009353052475171,2272523.0,0.16765506883758713
CiteSeer_NC,node_classification,s5,linear_probe,0.3976666666666666,accuracy,0.34885683986875743,1.1399136299470918,154.33333333333334,0.0025766738660907124,950278.0,0.4184740325111879,2272523.0,0.17498906135016745
Cora_LP,link_prediction,b1,full_finetune,0.0872198547979797,auc,4.125904716385736,0.021139570783491986,104.33333333333331,0.0008359730491819141,1886982.0,0.046221879592905336,1886982.0,0.046221879592905336
Cora_LP,link_prediction,b2,full_finetune,0.0836828102453102,auc,2.796247124671936,0.029926829251591312,1.0,0.0836828102453102,1886982.0,0.044347434286765956,1886982.0,0.044347434286765956
Cora_LP,link_prediction,b3,full_finetune,0.0843394886363636,auc,3.070274804698096,0.027469687243405174,19.666666666666668,0.004288448574730352,1886982.0,0.044695438873483484,1886982.0,0.044695438873483484
Cora_LP,link_prediction,b4,full_finetune,0.0870676632395382,auc,3.3376348574956256,0.026086635284265008,32.333333333333336,0.0026928143269960266,1886982.0,0.04614122616937427,1886982.0,0.04614122616937427
Cora_LP,link_prediction,s1,full_finetune,0.0769553796897546,auc,2.860882369677226,0.026899176458777985,5.333333333333333,0.014429133691828988,1886982.0,0.04078225425030796,1886982.0,0.04078225425030796
Cora_LP,link_prediction,s2,full_finetune,0.0831416847041847,auc,2.788539101017846,0.02981549897357979,1.0,0.0831416847041847,1886982.0,0.04406066655865541,1886982.0,0.04406066655865541
Cora_LP,link_prediction,s3,full_finetune,0.0832318722943722,auc,2.8183219816949636,0.029532421360995747,2.333333333333333,0.03567080241187381,1886982.0,0.04410846118000713,1886982.0,0.04410846118000713
Cora_LP,link_prediction,s4,full_finetune,0.0839082792207792,auc,3.7375974456469216,0.022449790391018406,53.333333333333336,0.00157328023538961,1886982.0,0.04446692084014538,1886982.0,0.04446692084014538
Cora_LP,link_prediction,s5,full_finetune,0.080241590007215,auc,3.075155011812846,0.02609351063571637,17.666666666666668,0.004541976792861226,1886982.0,0.04252377076581281,1886982.0,0.04252377076581281
Cora_LP,link_prediction,b1,linear_probe,0.0819466991341991,auc,2.5172802805900574,0.03255366506704234,4.333333333333333,0.018910776723276717,564737.0,0.14510595044100014,1886982.0,0.04342738782574455
Cora_LP,link_prediction,b2,linear_probe,0.0854640151515151,auc,2.451353904936049,0.03486400514402456,1.0,0.0854640151515151,564737.0,0.15133418768650733,1886982.0,0.04529137805846325
Cora_LP,link_prediction,b3,linear_probe,0.0844832251082251,auc,2.4281099173757767,0.034793822348673516,1.0,0.0844832251082251,564737.0,0.14959746768535637,1886982.0,0.044771611551262865
Cora_LP,link_prediction,b4,linear_probe,0.081253382034632,auc,2.5907770183351304,0.03136255318755551,9.0,0.009028153559403555,564737.0,0.1438782690608761,1886982.0,0.04305996667410288
Cora_LP,link_prediction,s1,linear_probe,0.0769469246031746,auc,3.277044083012475,0.023480588803199712,61.66666666666666,0.0012477879665379666,564737.0,0.13625267089490256,1886982.0,0.04077777350455627
Cora_LP,link_prediction,s2,linear_probe,0.0834911616161616,auc,2.474327415890164,0.03374297236492642,1.0,0.0834911616161616,564737.0,0.14784078538534148,1886982.0,0.04424587071639348
Cora_LP,link_prediction,s3,linear_probe,0.0854386498917749,auc,3.2706672284338216,0.026122697273818253,93.66666666666669,0.0009121564045385218,564737.0,0.15128927251406388,1886982.0,0.0452779358212081
Cora_LP,link_prediction,s4,linear_probe,0.0809997294372294,auc,2.464602812131246,0.03286522641235872,1.3333333333333333,0.06074979707792205,564737.0,0.14342911733644048,1886982.0,0.04292554430155105
Cora_LP,link_prediction,s5,linear_probe,0.0797568317099567,auc,2.806747259034051,0.02841610745436524,21.666666666666668,0.0036810845404595402,564737.0,0.14122827388670603,1886982.0,0.042266874676047096
Cora_NC,node_classification,b1,full_finetune,0.5363333333333334,accuracy,0.4336280438635084,1.2368511237297957,134.33333333333334,0.00399255583126551,1691660.0,0.3170455844160963,1691660.0,0.3170455844160963
Cora_NC,node_classification,b2,full_finetune,0.5026666666666667,accuracy,0.4188121411535475,1.200219901176112,146.33333333333334,0.0034350797266514805,1691660.0,0.2971440281538056,1691660.0,0.2971440281538056
Cora_NC,node_classification,b3,full_finetune,0.5333333333333333,accuracy,0.41387594805823436,1.2886308949228689,149.33333333333334,0.0035714285714285713,1691660.0,0.31527217841252575,1691660.0,0.31527217841252575
Cora_NC,node_classification,b4,full_finetune,0.5146666666666667,accuracy,0.42593936390346954,1.2083097038744355,146.0,0.003525114155251142,1691660.0,0.3042376521680874,1691660.0,0.3042376521680874
Cora_NC,node_classification,s1,full_finetune,0.5206666666666667,accuracy,0.3973414805200365,1.3103758157472598,138.0,0.003772946859903382,1691660.0,0.3077844641752283,1691660.0,0.3077844641752283
Cora_NC,node_classification,s2,full_finetune,0.513,accuracy,0.36654147836897105,1.3995687535357175,128.0,0.0040078125,1691660.0,0.30325242661054824,1691660.0,0.30325242661054824
Cora_NC,node_classification,s3,full_finetune,0.5293333333333333,accuracy,0.39873050716188213,1.327546610619456,113.33333333333331,0.004670588235294118,1691660.0,0.3129076370744318,1691660.0,0.3129076370744318
Cora_NC,node_classification,s4,full_finetune,0.5073333333333333,accuracy,0.3669014983707004,1.3827507807579107,138.33333333333334,0.0036674698795180717,1691660.0,0.29990265971491514,1691660.0,0.29990265971491514
Cora_NC,node_classification,s5,full_finetune,0.5026666666666667,accuracy,0.4076310065057543,1.2331413917100313,121.66666666666669,0.004131506849315068,1691660.0,0.2971440281538056,1691660.0,0.2971440281538056
Cora_NC,node_classification,b1,linear_probe,0.4823333333333333,accuracy,0.39691374566819937,1.2152094468820451,191.66666666666663,0.002516521739130435,369415.0,1.305667970529982,1691660.0,0.28512427635182797
Cora_NC,node_classification,b2,linear_probe,0.4383333333333333,accuracy,0.3961781515015496,1.106404610330004,144.66666666666666,0.003029953917050691,369415.0,1.1865607334118358,1691660.0,0.2591143216327946
Cora_NC,node_classification,b3,linear_probe,0.4453333333333333,accuracy,0.402631507979499,1.106056839833828,141.66666666666666,0.003143529411764706,369415.0,1.205509612044268,1691660.0,0.263252268974459
Cora_NC,node_classification,b4,linear_probe,0.4243333333333333,accuracy,0.40248099697960743,1.054294082249138,151.33333333333334,0.0028039647577092507,369415.0,1.148662976146971,1691660.0,0.2508384269494658
Cora_NC,node_classification,s1,linear_probe,0.5046666666666667,accuracy,0.34148009220759074,1.4778801991182329,146.0,0.0034566210045662103,369415.0,1.3661239166429806,1691660.0,0.29832629882285255
Cora_NC,node_classification,s2,linear_probe,0.4506666666666666,accuracy,0.37847968737284343,1.190728807125417,175.66666666666666,0.002565464895635673,369415.0,1.2199468529070736,1691660.0,0.26640499075858426
Cora_NC,node_classification,s3,linear_probe,0.4633333333333334,accuracy,0.38556779490576853,1.2016909592943843,162.66666666666666,0.0028483606557377053,369415.0,1.2542352999562372,1691660.0,0.2738927049958818
Cora_NC,node_classification,s4,linear_probe,0.4539999999999999,accuracy,0.3743852655092875,1.2126545615581588,165.33333333333334,0.0027459677419354833,369415.0,1.228970128446327,1691660.0,0.2683754418736625
Cora_NC,node_classification,s5,linear_probe,0.4496666666666666,accuracy,0.35745092100567283,1.2579815584235976,138.33333333333334,0.0032506024096385536,369415.0,1.2172398702452976,1691660.0,0.2658138554240608
ENZYMES,graph_classification,b1,full_finetune,0.6666666666666666,accuracy,0.6696768217616611,0.9955050630435799,35.0,0.019047619047619046,1355915.0,0.4916729047666459,1362059.0,0.4894550578694951
ENZYMES,graph_classification,b2,full_finetune,0.6333333333333333,accuracy,0.7689821349249946,0.8235995409634682,66.66666666666667,0.009499999999999998,1355915.0,0.4670892595283136,1362059.0,0.4649823049760204
ENZYMES,graph_classification,b3,full_finetune,0.6333333333333333,accuracy,0.7366584711604649,0.8597380714778687,55.0,0.011515151515151515,1355915.0,0.4670892595283136,1362059.0,0.4649823049760204
ENZYMES,graph_classification,b4,full_finetune,0.6611111111111111,accuracy,0.7601149929894342,0.8697514418325659,60.66666666666666,0.010897435897435899,1355915.0,0.48757563056025716,1362059.0,0.4853762657205827
ENZYMES,graph_classification,s1,full_finetune,0.5722222222222223,accuracy,0.709295211897956,0.8067476173863501,58.333333333333336,0.00980952380952381,1355915.0,0.4220192432580378,1362059.0,0.42011559133798343
ENZYMES,graph_classification,s2,full_finetune,0.6277777777777778,accuracy,0.7600614229838053,0.8259566382323207,76.33333333333333,0.008224163027656477,1355915.0,0.46299198532192487,1362059.0,0.46090351282710795
ENZYMES,graph_classification,s3,full_finetune,0.6277777777777778,accuracy,0.7252253267500136,0.8656313487989559,64.33333333333333,0.009758203799654577,1355915.0,0.46299198532192487,1362059.0,0.46090351282710795
ENZYMES,graph_classification,s4,full_finetune,0.6222222222222222,accuracy,0.7688346915774874,0.8093056011111476,65.33333333333333,0.009523809523809525,1355915.0,0.4588947111155362,1362059.0,0.4568247206781955
ENZYMES,graph_classification,s5,full_finetune,0.6499999999999999,accuracy,0.749438648753696,0.867315825092473,63.333333333333336,0.01026315789473684,1355915.0,0.4793810821474797,1362059.0,0.4772186814227577
ENZYMES,graph_classification,b1,linear_probe,0.4944444444444444,accuracy,0.5751860287454392,0.8596252685811868,54.66666666666666,0.009044715447154473,33670.0,14.685014685014684,1362059.0,0.3630125012532089
ENZYMES,graph_classification,b2,linear_probe,0.4666666666666666,accuracy,0.601971960067749,0.7752299070776413,72.33333333333333,0.0064516129032258064,33670.0,13.86001386001386,1362059.0,0.3426185405086466
ENZYMES,graph_classification,b3,linear_probe,0.3611111111111111,accuracy,0.48931651512781776,0.7379908503942132,41.0,0.008807588075880758,33670.0,10.725010725010724,1362059.0,0.2651214896793099
ENZYMES,graph_classification,b4,linear_probe,0.4277777777777778,accuracy,0.5877021471659343,0.7278819378840847,79.66666666666667,0.005369595536959554,33670.0,12.705012705012706,1362059.0,0.31406699546625944
ENZYMES,graph_classification,s1,linear_probe,0.3777777777777777,accuracy,0.5295970612102084,0.7133305779954652,57.0,0.006627680311890837,33670.0,11.22001122001122,1362059.0,0.27735786612604724
ENZYMES,graph_classification,s2,linear_probe,0.4555555555555555,accuracy,0.6079548173480565,0.749324690842524,85.0,0.0053594771241830055,33670.0,13.530013530013528,1362059.0,0.33446095621082167
ENZYMES,graph_classification,s3,linear_probe,0.4444444444444445,accuracy,0.5995935824182298,0.7412428309388319,72.33333333333333,0.006144393241167436,33670.0,13.2000132000132,1362059.0,0.3263033719129968
ENZYMES,graph_classification,s4,linear_probe,0.4444444444444445,accuracy,0.622204910384284,0.7143055881220035,90.33333333333331,0.004920049200492006,33670.0,13.2000132000132,1362059.0,0.3263033719129968
ENZYMES,graph_classification,s5,linear_probe,0.4666666666666666,accuracy,0.6336399859852262,0.736485507525321,91.0,0.005128205128205127,33670.0,13.86001386001386,1362059.0,0.3426185405086466
PTC_MR,graph_classification,b1,full_finetune,0.5047619047619047,accuracy,0.3244096782472399,1.5559397225418607,38.66666666666666,0.01305418719211823,1360775.0,0.37093707979783924,1360775.0,0.37093707979783924
PTC_MR,graph_classification,b2,full_finetune,0.5619047619047618,accuracy,0.2865176373057895,1.9611524344138787,15.333333333333334,0.03664596273291924,1360775.0,0.4129299567560851,1360775.0,0.4129299567560851
PTC_MR,graph_classification,b3,full_finetune,0.5428571428571428,accuracy,0.32837208641899956,1.6531768847260129,34.666666666666664,0.01565934065934066,1360775.0,0.39893233110333653,1360775.0,0.39893233110333653
PTC_MR,graph_classification,b4,full_finetune,0.5047619047619047,accuracy,0.33203827804989283,1.5201919119881053,31.0,0.0162826420890937,1360775.0,0.37093707979783924,1360775.0,0.37093707979783924
PTC_MR,graph_classification,s1,full_finetune,0.6857142857142858,accuracy,0.35015012953016483,1.9583436585740652,36.66666666666666,0.018701298701298708,1360775.0,0.5039145234989516,1360775.0,0.5039145234989516
PTC_MR,graph_classification,s2,full_finetune,0.5238095238095237,accuracy,0.28633152908749054,1.8293812262968434,14.333333333333334,0.03654485049833886,1360775.0,0.3849347054505879,1360775.0,0.3849347054505879
PTC_MR,graph_classification,s3,full_finetune,0.5523809523809523,accuracy,0.31932180722554526,1.729856652072595,23.0,0.024016563146997925,1360775.0,0.40593114392971086,1360775.0,0.40593114392971086
PTC_MR,graph_classification,s4,full_finetune,0.4857142857142857,accuracy,0.3802397237883674,1.2773896448142357,54.0,0.008994708994708995,1360775.0,0.3569394541450906,1360775.0,0.3569394541450906
PTC_MR,graph_classification,s5,full_finetune,0.5428571428571428,accuracy,0.40060337781906136,1.355098765798057,64.66666666666667,0.008394698085419733,1360775.0,0.39893233110333653,1360775.0,0.39893233110333653
PTC_MR,graph_classification,b1,linear_probe,0.5523809523809523,accuracy,0.27414491573969524,2.014923205453303,22.33333333333333,0.024733475479744138,38530.0,14.336385994833956,1360775.0,0.40593114392971086
PTC_MR,graph_classification,b2,linear_probe,0.5619047619047619,accuracy,0.3259630176756117,1.7238297949000831,60.0,0.009365079365079364,38530.0,14.583565063710404,1360775.0,0.41292995675608524
PTC_MR,graph_classification,b3,linear_probe,0.4952380952380952,accuracy,0.2550517863697476,1.9417158463660018,16.666666666666668,0.02971428571428571,38530.0,12.853311581575271,1360775.0,0.3639382669714649
PTC_MR,graph_classification,b4,linear_probe,0.5523809523809523,accuracy,0.25805089473724363,2.140589176966062,19.33333333333333,0.028571428571428574,38530.0,14.336385994833956,1360775.0,0.40593114392971086
PTC_MR,graph_classification,s1,linear_probe,0.6476190476190476,accuracy,0.3094774895244175,2.0926208514042863,40.0,0.016190476190476193,38530.0,16.808176683598433,1360775.0,0.4759192721934542
PTC_MR,graph_classification,s2,linear_probe,0.5333333333333333,accuracy,0.2887642025947571,1.8469510020319142,25.0,0.021333333333333333,38530.0,13.842027857081062,1360775.0,0.39193351827696227
PTC_MR,graph_classification,s3,linear_probe,0.5142857142857142,accuracy,0.2853078775935703,1.8025640182930027,28.0,0.01836734693877551,38530.0,13.347669719328165,1360775.0,0.37793589262421357
PTC_MR,graph_classification,s4,linear_probe,0.4952380952380952,accuracy,0.25041468011008367,1.977671976021477,15.666666666666666,0.03161094224924012,38530.0,12.853311581575271,1360775.0,0.3639382669714649
PTC_MR,graph_classification,s5,linear_probe,0.4095238095238095,accuracy,0.31374076869752676,1.3052935747684926,39.66666666666666,0.010324129651860747,38530.0,10.628699961687243,1360775.0,0.300948951534096
